City,Gender,Age,ItemType,Price,Units Sold,Profit,Date of purchase,Feedback (out of 5 stars),Payment Method,Discount Applied,Return Status
Ahmedabad,Female,47,Electronics,327.81,14,886.98,2023-07-25,4.5,UPI,Yes,Not Returned
Bengaluru,Female,34,Toys,67.51,49,531.92,2023-02-16,2.7,Net Banking,No,Not Returned
Chennai,Female,53,Clothing,284.41,3,219.76,2023-09-17,1.8,UPI,Yes,Returned
Delhi,Male,37,Groceries,451.34,3,399.37,2023-02-23,4.4,Net Banking,No,Returned
Chennai,Female,19,Toys,354.36,48,4602.87,2023-09-26,3.2,Cash,No,Returned
Bengaluru,Male,57,Toys,268.48,14,956.71,2023-11-17,4.1,Wallet,Yes,Not Returned
Lucknow,Male,61,Clothing,359.64,13,1147.55,2023-12-13,3.3,Wallet,Yes,Not Returned
Kolkata,Male,28,Toys,250.77,30,1465.1,2023-07-02,2.5,UPI,Yes,Not Returned
Delhi,Male,61,Groceries,194.08,20,1084.02,2023-08-31,2.7,Cash,Yes,Not Returned
Hyderabad,Female,56,Toys,181.01,29,788.99,2023-06-17,1.3,UPI,No,Not Returned
Kolkata,Female,40,Books,170.5,27,585.59,2023-03-31,4.3,Net Banking,Yes,Not Returned
Mumbai,Male,51,Toys,132.36,46,1028.78,2023-08-29,1.3,UPI,No,Returned
Bengaluru,Female,29,Toys,462.5,4,496.16,2023-03-10,3.3,Cash,No,Not Returned
Pune,Female,29,Toys,48.48,10,74.54,2023-09-24,1.8,Wallet,No,Returned
Ahmedabad,Female,49,Clothing,111.89,36,897.25,2023-02-04,3.7,Net Banking,No,Not Returned
Pune,Female,41,Electronics,235.15,14,640.21,2023-05-08,2.1,Credit Card,Yes,Returned
Jaipur,Male,39,Toys,173.93,17,551.02,2023-04-12,2.9,Net Banking,Yes,Not Returned
Chennai,Male,58,Books,457.36,18,1150.08,2023-05-06,4.0,Wallet,Yes,Returned
Kolkata,Male,50,Books,296.55,44,3405.22,2023-10-30,4.5,Net Banking,No,Not Returned
Bengaluru,Female,32,Groceries,235.47,17,841.18,2023-07-28,1.8,Wallet,Yes,Returned
Delhi,Female,54,Clothing,116.18,24,649.51,2023-11-23,4.2,Credit Card,No,Returned
Chennai,Male,28,Toys,479.13,48,5111.2,2023-04-22,2.9,Net Banking,Yes,Not Returned
Mumbai,Male,56,Books,315.39,8,750.59,2023-03-25,3.3,Cash,No,Returned
Hyderabad,Female,58,Groceries,494.06,39,4269.68,2023-04-09,5.0,UPI,Yes,Not Returned
Chennai,Male,53,Groceries,411.98,33,1797.21,2023-02-15,2.8,Cash,No,Not Returned
Lucknow,Female,48,Clothing,425.85,9,950.57,2023-02-24,1.6,Wallet,No,Returned
Jaipur,Female,29,Electronics,34.58,1,4.41,2023-04-05,2.9,Wallet,Yes,Returned
Lucknow,Male,55,Books,135.59,48,1290.4,2023-01-12,4.8,Cash,Yes,Not Returned
Pune,Male,63,Clothing,466.45,9,631.73,2023-02-25,2.1,UPI,No,Not Returned
Hyderabad,Female,63,Books,173.68,26,902.36,2023-08-10,1.3,Cash,No,Returned
Delhi,Female,47,Toys,459.73,37,2989.39,2023-04-18,3.5,UPI,Yes,Returned
Lucknow,Female,64,Clothing,285.87,10,547.6,2023-07-29,2.9,UPI,Yes,Returned
Chennai,Female,18,Books,230.22,48,1713.11,2023-05-16,1.8,Credit Card,No,Returned
Lucknow,Male,64,Electronics,462.07,8,1057.14,2023-04-18,2.7,Cash,Yes,Returned
Pune,Male,51,Clothing,169.43,23,591.97,2023-08-12,4.5,Cash,No,Not Returned
Delhi,Male,48,Groceries,354.76,50,2328.8,2023-05-04,4.5,Cash,No,Not Returned
Delhi,Male,47,Clothing,167.74,17,658.54,2023-07-10,2.8,UPI,Yes,Not Returned
Jaipur,Male,62,Groceries,76.83,8,99.31,2023-07-14,1.5,Wallet,Yes,Not Returned
Bengaluru,Male,30,Electronics,324.59,3,291.86,2023-12-31,4.0,Wallet,No,Not Returned
Delhi,Female,40,Groceries,462.7,27,3668.38,2023-06-10,3.3,Credit Card,No,Not Returned
Jaipur,Male,52,Electronics,261.42,38,1775.71,2023-08-21,4.6,Credit Card,No,Returned
Jaipur,Female,19,Groceries,353.85,20,1307.28,2023-06-27,4.0,Wallet,Yes,Returned
Kolkata,Female,55,Electronics,220.56,16,809.01,2023-04-03,3.6,Wallet,Yes,Returned
Delhi,Female,28,Books,356.14,35,1300.34,2023-02-18,1.4,Wallet,Yes,Returned
Jaipur,Female,39,Electronics,105.83,3,56.37,2023-07-14,2.6,Cash,No,Not Returned
Kolkata,Male,53,Books,354.37,9,447.24,2023-11-23,4.3,Cash,Yes,Returned
Pune,Female,44,Clothing,483.86,46,2840.01,2023-07-07,3.2,Net Banking,Yes,Returned
Bengaluru,Male,48,Toys,293.11,38,1702.12,2023-01-30,4.8,Cash,No,Returned
